hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,0,2022,November,42,15,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,56,0,2,Check-Out,15-10-15
Resort Hotel,0,2,2022,November,42,15,0,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,42.3,0,1,Check-Out,15-10-15
Resort Hotel,0,106,2022,November,42,15,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,64.5,0,1,Check-Out,22-10-15
Resort Hotel,0,7,2022,November,42,16,0,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,I,3,No Deposit,,223,0,Transient-Party,0,0,0,Check-Out,15-10-15
Resort Hotel,0,7,2022,November,42,16,0,3,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,E,1,No Deposit,,223,0,Transient-Party,43,1,0,Check-Out,18-10-15
Resort Hotel,0,27,2022,November,42,16,1,3,2,1,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,111.5,0,1,Check-Out,19-10-15
Resort Hotel,0,150,2022,November,42,16,2,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Contract,33.3,0,0,Check-Out,21-10-15
Resort Hotel,0,153,2022,November,42,17,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient-Party,0,0,3,Check-Out,16-10-15
Resort Hotel,0,153,2022,November,42,17,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient-Party,0,0,3,Check-Out,16-10-15
Resort Hotel,0,153,2022,November,42,17,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,,0,Transient-Party,0,0,3,Check-Out,16-10-15
Resort Hotel,0,0,2022,November,42,17,0,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,73,1,0,Check-Out,17-10-15
Resort Hotel,0,8,2022,November,42,17,0,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223,0,Transient-Party,44.5,0,0,Check-Out,17-10-15
Resort Hotel,0,1,2022,November,42,17,0,1,1,0,0,HB,PRT,Complementary,Direct,0,0,0,E,D,0,No Deposit,,,0,Transient,0,0,3,Check-Out,17-10-15
Resort Hotel,0,8,2022,November,42,17,0,2,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223,0,Transient-Party,44.5,0,1,Check-Out,18-10-15
Resort Hotel,0,130,2022,November,42,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241,,0,Transient,98.4,1,0,Check-Out,18-10-15
Resort Hotel,0,88,2022,November,42,17,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,70,1,2,Check-Out,19-10-15
Resort Hotel,0,88,2022,November,42,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,75,0,2,Check-Out,19-10-15
Resort Hotel,0,0,2022,November,42,17,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,57.83,1,0,Check-Out,20-10-15
Resort Hotel,0,25,2022,November,42,17,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,314,,0,Transient,68.57,0,0,Check-Out,23-10-15
Resort Hotel,0,2,2022,November,42,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,67,0,0,Check-Out,18-10-15
Resort Hotel,1,9,2022,November,42,18,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,81.5,0,1,Canceled,14-10-15
Resort Hotel,0,136,2022,November,42,18,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,54.77,0,0,Check-Out,24-10-15
Resort Hotel,0,95,2022,November,42,18,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,45.56,0,2,Check-Out,25-10-15
Resort Hotel,1,50,2022,November,43,19,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,59.4,0,1,Canceled,22-09-15
Resort Hotel,0,9,2022,November,43,19,2,2,2,0,0,HB,GBR,Direct,Direct,0,0,0,F,F,1,No Deposit,250,,0,Transient,108,0,1,Check-Out,22-10-15
Resort Hotel,1,37,2022,November,43,19,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,56,0,3,Canceled,23-09-15
Resort Hotel,1,37,2022,November,43,19,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,56,0,3,Canceled,23-09-15
Resort Hotel,1,73,2022,November,43,19,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,65,0,3,Canceled,14-10-15
Resort Hotel,0,17,2022,November,43,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,243,,0,Transient,42.5,0,0,Check-Out,25-10-15
Resort Hotel,0,74,2022,November,43,19,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,,0,Transient,50.05,0,0,Check-Out,25-10-15
Resort Hotel,1,92,2022,November,43,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,,0,Contract,86.5,0,0,Canceled,22-07-15
Resort Hotel,0,47,2022,November,43,19,2,5,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,241,,0,Transient,67.92,0,1,Check-Out,25-10-15
Resort Hotel,0,41,2022,November,43,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,243,,0,Contract,43.93,0,0,Check-Out,25-10-15
Resort Hotel,1,72,2022,November,43,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,45,0,2,Canceled,07-09-15
Resort Hotel,1,82,2022,November,43,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,55.14,0,2,Canceled,08-10-15
Resort Hotel,0,86,2022,November,43,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Transient,38.25,0,0,Check-Out,25-10-15
Resort Hotel,0,68,2022,November,43,19,4,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,55,0,2,Check-Out,28-10-15
Resort Hotel,0,80,2022,November,43,19,4,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,147,,0,Transient,81.34,0,0,Check-Out,27-10-15
Resort Hotel,1,119,2022,November,43,20,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,40.5,0,1,Canceled,06-07-15
Resort Hotel,1,119,2022,November,43,20,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,40.5,0,1,Canceled,06-07-15
Resort Hotel,0,5,2022,November,43,20,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,154,0,Transient,37,0,0,Check-Out,20-10-15
Resort Hotel,0,0,2022,November,43,20,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,56,1,1,Check-Out,21-10-15
Resort Hotel,0,7,2022,November,43,20,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,8,,0,Transient-Party,37,0,0,Check-Out,21-10-15
Resort Hotel,0,7,2022,November,43,20,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,8,,0,Transient-Party,37,0,0,Check-Out,21-10-15
Resort Hotel,0,0,2022,November,43,20,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,68.4,0,0,Check-Out,20-10-15
Resort Hotel,0,7,2022,November,43,20,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,127,,0,Transient,39,0,0,Check-Out,21-10-15
Resort Hotel,0,10,2022,November,43,20,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient,86,0,1,Check-Out,22-10-15
Resort Hotel,0,34,2022,November,43,20,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,62,1,1,Check-Out,22-10-15
Resort Hotel,0,10,2022,November,43,20,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,92,1,1,Check-Out,22-10-15
Resort Hotel,0,73,2022,November,43,20,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,40.23,0,1,Check-Out,23-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,5,2022,November,43,20,1,4,1,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,58.4,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,1,33,2022,November,43,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,56,0,2,Canceled,09-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,124,2022,November,43,20,1,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,57,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,3,2022,November,43,20,1,4,1,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,58.4,0,0,Check-Out,24-10-15
Resort Hotel,0,47,2022,November,43,20,1,4,2,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,24-10-15
Resort Hotel,0,86,2022,November,43,20,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,79.63,0,0,Check-Out,26-10-15
Resort Hotel,0,69,2022,November,43,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,37.56,0,0,Check-Out,26-10-15
Resort Hotel,0,75,2022,November,43,20,3,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,,0,Transient,36.9,0,1,Check-Out,27-10-15
Resort Hotel,0,118,2022,November,43,20,3,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314,,0,Transient,70,0,1,Check-Out,30-10-15
Resort Hotel,1,125,2022,November,43,20,3,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,,0,Transient,62,0,0,Canceled,23-06-15
Resort Hotel,0,60,2022,November,43,20,5,12,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,,0,Transient,67.56,0,0,Check-Out,05-11-15
Resort Hotel,0,0,2022,November,43,21,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,56,1,0,Check-Out,21-10-15
Resort Hotel,0,0,2022,November,43,21,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,56,0,0,Check-Out,21-10-15
Resort Hotel,0,0,2022,November,43,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,66,0,0,Check-Out,21-10-15
Resort Hotel,0,99,2022,November,43,21,0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,250,,0,Transient,75,0,1,Check-Out,22-10-15
Resort Hotel,0,12,2022,November,43,21,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240,,0,Transient,47,0,0,Check-Out,22-10-15
Resort Hotel,0,75,2022,November,43,21,0,5,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,314,,0,Contract,67.15,0,1,Check-Out,25-10-15
Resort Hotel,0,22,2022,November,43,21,0,5,3,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,171,,0,Transient,88.67,0,0,Check-Out,25-10-15
Resort Hotel,1,106,2022,November,43,21,0,5,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250,,0,Transient,95,0,2,Canceled,01-10-15
Resort Hotel,0,40,2022,November,43,21,2,5,3,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,,0,Contract,113.33,0,1,Check-Out,27-10-15
Resort Hotel,0,108,2022,November,43,21,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,,0,Contract,36,0,1,Check-Out,27-10-15
Resort Hotel,0,75,2022,November,43,21,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,54.4,0,0,Check-Out,29-10-15
Resort Hotel,0,75,2022,November,43,21,2,8,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,36,0,1,Check-Out,30-10-15
Resort Hotel,1,197,2022,November,43,21,2,9,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,42.3,0,2,Canceled,10-04-15
Resort Hotel,0,0,2022,November,43,22,0,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240,,0,Transient,0,0,2,Check-Out,21-10-15
Resort Hotel,0,121,2022,November,43,22,0,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240,,0,Transient,0,0,2,Check-Out,21-10-15
Resort Hotel,1,1,2022,November,43,22,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,,0,Transient,37,0,0,Canceled,20-10-15
Resort Hotel,1,19,2022,November,43,22,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,,0,Transient-Party,8,0,0,Canceled,02-10-15
Resort Hotel,1,28,2022,November,43,22,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,,0,Transient-Party,0,0,0,Canceled,02-10-15
Resort Hotel,1,92,2022,November,43,22,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,95,0,0,Canceled,19-10-15
Resort Hotel,1,28,2022,November,43,22,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,,0,Transient-Party,0,0,0,Canceled,02-10-15
Resort Hotel,0,19,2022,November,43,22,0,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,208,,0,Transient-Party,70,0,0,Check-Out,23-10-15
Resort Hotel,0,28,2022,November,43,22,0,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,,0,Transient-Party,70,0,0,Check-Out,23-10-15
Resort Hotel,1,19,2022,November,43,22,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,,0,Transient-Party,60,0,0,Canceled,02-10-15
Resort Hotel,0,83,2022,November,43,22,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,34.65,0,2,Check-Out,24-10-15
Resort Hotel,0,40,2022,November,43,22,0,3,2,0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,56,1,3,Check-Out,24-10-15
Resort Hotel,0,83,2022,November,43,22,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,41.98,1,2,Check-Out,24-10-15
Resort Hotel,0,54,2022,November,43,22,0,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,,0,Transient,40.05,0,0,Check-Out,25-10-15
Resort Hotel,0,86,2022,November,43,22,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,61,1,2,Check-Out,25-10-15
Resort Hotel,1,145,2022,November,43,22,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,66,0,0,Canceled,20-08-15
Resort Hotel,1,120,2022,November,43,22,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,,0,Transient,34.65,0,1,Canceled,25-06-15
Resort Hotel,1,118,2022,November,43,22,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,45.55,0,2,Canceled,06-10-15
Resort Hotel,1,107,2022,November,43,22,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,55,0,1,Canceled,10-07-15
Resort Hotel,0,34,2022,November,43,22,2,5,2,0,0,BB,LUX,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,59.4,0,0,Check-Out,28-10-15
Resort Hotel,0,48,2022,November,43,22,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient,86,0,3,Check-Out,28-10-15
Resort Hotel,0,92,2022,November,43,22,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,66.43,0,1,Check-Out,28-10-15
Resort Hotel,0,160,2022,November,43,22,2,5,1,0,0,BB,FIN,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,47,0,0,Check-Out,28-10-15
Resort Hotel,0,21,2022,November,43,22,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,112.29,0,1,Check-Out,28-10-15
Resort Hotel,1,107,2022,November,43,22,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,55,0,1,Canceled,10-07-15
Resort Hotel,0,21,2022,November,43,22,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,70,1,2,Check-Out,28-10-15
Resort Hotel,1,30,2022,November,43,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,,0,Transient,59.4,0,0,Canceled,05-10-15
Resort Hotel,0,92,2022,November,43,23,1,3,2,0,0,BB,CYM,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient-Party,40.5,0,2,Check-Out,26-10-15
Resort Hotel,0,24,2022,November,43,23,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,241,,0,Transient,61.6,0,2,Check-Out,26-10-15
Resort Hotel,0,36,2022,November,43,23,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,2,,0,Contract,42.5,0,0,Check-Out,26-10-15
Resort Hotel,0,24,2022,November,43,23,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient-Party,82,1,2,Check-Out,27-10-15
Resort Hotel,0,47,2022,November,43,23,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,177,,0,Transient,81,0,0,Check-Out,29-10-15
Resort Hotel,0,21,2022,November,43,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient-Party,60,1,2,Check-Out,29-10-15
Resort Hotel,0,21,2022,November,43,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,243,,0,Transient,43.93,0,0,Check-Out,29-10-15
Resort Hotel,0,0,2022,November,43,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,243,,0,Transient,42.5,0,1,Check-Out,29-10-15
Resort Hotel,1,3,2022,November,43,23,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,H,0,No Deposit,250,,0,Transient,36,0,0,No-Show,22-10-15
Resort Hotel,0,133,2022,November,43,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient,60,1,1,Check-Out,29-10-15
Resort Hotel,1,122,2022,November,43,23,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,36,0,2,Canceled,20-10-15
Resort Hotel,0,122,2022,November,43,23,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,55,2,2,Check-Out,26-10-15
Resort Hotel,0,92,2022,November,43,23,1,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240,,0,Transient-Party,40.5,0,2,Check-Out,26-10-15
Resort Hotel,1,64,2022,November,43,23,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,50.4,0,2,Canceled,26-08-15
Resort Hotel,0,120,2022,November,43,23,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,40.5,0,0,Check-Out,26-10-15
Resort Hotel,0,122,2022,November,43,23,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,55,0,2,Check-Out,26-10-15
Resort Hotel,0,122,2022,November,43,23,1,3,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,36,0,2,Check-Out,26-10-15
Resort Hotel,0,122,2022,November,43,23,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,55,0,2,Check-Out,26-10-15
Resort Hotel,0,122,2022,November,43,23,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,55,0,2,Check-Out,26-10-15
Resort Hotel,0,19,2022,November,43,23,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,81.5,0,1,Check-Out,26-10-15
Resort Hotel,0,24,2022,November,43,23,1,3,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240,,0,Transient,56.4,1,1,Check-Out,26-10-15
Resort Hotel,0,21,2022,November,43,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Transient-Party,42.5,0,2,Check-Out,29-10-15
Resort Hotel,0,21,2022,November,43,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient,55.43,0,0,Check-Out,29-10-15
